Judul,Perusahaan,Lokasi,Jurusan
Product Development Intern,Sigap Prima Astrea,"Gedung Koperasi Astra Jl. Jenderal Ahmad Yani No. 66 Cempaka Putih Timur Jakarta Pusat 10510, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Teknik  Industri, Teknik Elektro"
Asisten Penata Kelola Sistem dan Teknologi Informasi,BPH Migas,"Gedung BPH Migas jalan Kapten Tendean 28 Mampang Prapatan Jakarta Selatan, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA","Teknik Informatika, Ilmu Komputer, Statistik"
Asisten Penata Kelola Kegiatan Usaha Hilir Minyak dan Gas Bumi,BPH Migas,"Gedung BPH Migas jalan Kapten Tendean 28 Mampang Prapatan Jakarta Selatan, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA",Hukum
Compliance Intern,Asuransi Umum Mega,"MENARA BANK MEGA LT. 18 JL. KAPTEN TENDEAN KAV. 12-14 A, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA","Hukum, Asuransi, Ilmu Hukum, Akuntansi, Administrasi BIsnis"
UI UX Designer,PT. Justika Siar Publika,"GEDUNG ED PREMIER LT. 9  JL. TB. SIMATUPANG NO. 5 JAKARTA SELATAN, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA","Sistem Informasi, Sistem Informasi, Sistem Informasi Visual, Teknologi Informasi, Desain Komunikasi Visual"
Associate Auditor,Kantor Akuntan Publik Mahsun Nurdiono Kukuh Dan Rekan,"Apartemen Soho Residence, Lantai 17, Unit 12, Jalan Letjen S. Parman, Kavling 28, KOTA ADM. JAKARTA BARAT, DKI JAKARTA",Akuntansi
Sosial Media Officer,Digimas Kreasi Indonesia,"Jalan Cipinang Muara I No 16, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA","Desain Media, Manajemen Pemasaran"
Penyusun Kebijakan Tenaga SAR,Direktorat Bina Tenaga,"Jl.Angkasa blok B 15.kav.2-3 Kemayoran RT.18/RW.10 Gn.Sahari Sel.,Kec.Kemayoran ,Kota Jakarta Pusat,Daerah Khusus ibukota Jakarta 10720, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Pertolongan Kecelakaan Pesawat, Keselamatan Dan Kesehatan Kerja, Manajemen Penanggulangan Bencana, Pendidikan Olahraga"
Asesor,KANIM KELAS I KHUSUS NON TPI JAKARTA SELATAN,"Jl Hj Tutty Alawiyah No 207 Mampang Jaksel, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA",Psikologi
Pengelola Bahan Pimpinan-Bidang Pengelolaan Bahan dan Pemantauan Pelaksanaan Kebijakan,Pusat Analisis Pelaksanaan Kebijakan,"Jl. Pattimura No.20, Selong, Kebayoran Baru, Jakarta Selatan, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA",Desain Komunikasi Visual
Staf Administrasi Perkantoran,Pusat Analisis Pelaksanaan Kebijakan,"Jl. Pattimura No.20, Selong, Kebayoran Baru, Jakarta Selatan, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA","Kearsipan, Kesekretariatan, Administrasi Perkantoran"
Pengelola Arsip Tata Usaha,Pusat Analisis Pelaksanaan Kebijakan,"Jl. Pattimura No.20, Selong, Kebayoran Baru, Jakarta Selatan, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA","Kearsipan, Kearsipan Digital, Informasi, Perpustakaan & Kearsipan, Ilmu Perpustakaan"
Data Processing Enthusiast,Veracity Data Indonesia,"MENARA TENDEAN (MTEN) LT.15 UNIT A, JALAN KAPTEN TENDEAN NO.20C, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA","Teknik Informatika, Ilmu Komputer"
Human Resource Officer,Direktorat Sumber Daya Kelautan,"Jln Medan Merdeka Timur No 16, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Psikologi, Manajemen"
Analis Monitoring dan Evaluasi,Direktorat Sumber Daya Kelautan,"Jln Medan Merdeka Timur No 16, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Ekonomi, Ekonomi Pembangunan, Manajemen"
Analis,"Balai Besar Uji Standar Karantina Hewan, Ikan dan Tumbuhan","Jalan Pemuda no 64 Kav 16-17 Rawamangun, Jakarta Timur, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA",Paramedik Veteriner
Pranata Hubungan Masyarakat,"Balai Besar Uji Standar Karantina Hewan, Ikan dan Tumbuhan","Jalan Pemuda no 64 Kav 16-17 Rawamangun, Jakarta Timur, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA","Ilmu Komunikasi, Desain Komunikasi Visual, Jurnalistik"
Analis Laboratorium,"Balai Besar Uji Standar Karantina Hewan, Ikan dan Tumbuhan","Jalan Pemuda no 64 Kav 16-17 Rawamangun, Jakarta Timur, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA",Analis Kimia
Analis Laboratorium Biologi Molekuler,"Balai Besar Uji Standar Karantina Hewan, Ikan dan Tumbuhan","Jalan Pemuda no 64 Kav 16-17 Rawamangun, Jakarta Timur, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA","Kimia, Akuakultur, Perikanan"
Social Impact Assessment & Monitoring Internship,Sinar Mas Agro Resources And Technology,"SINAR MAS LAND PLAZA, MENARA 2 LT. 30, JL. MH.THAMRIN NO. 51 JAKARTA, KOTA ADM. JAKARTA UTARA, DKI JAKARTA","Ilmu Komunikasi, Sosiologi, Antropologi Budaya, Antropologi Sosial, Pembangunan Sosial dan Kesejahteraan"
Health  & Safety Internship,Sinar Mas Agro Resources And Technology,"SINAR MAS LAND PLAZA, MENARA 2 LT. 30, JL. MH.THAMRIN NO. 51 JAKARTA, KOTA ADM. JAKARTA UTARA, DKI JAKARTA","Kesehatan Masyarakat, Keselamatan Dan Kesehatan Kerja, Keselamatan Kesehatan Kerja, Teknik Keselamatan Dan Kesehatan Kerja, Kesehatan dan Keselamatan Kerja"
Finance Accounting,PT. Era Bangun Jaya,"Perkantoran Mitra Matraman Blok C.5-6, Jl. Matraman Raya No. 148, Jakarta Timur - 13150., KOTA ADM. JAKARTA TIMUR, DKI JAKARTA","Akuntansi, Perpajakan, Ekonomi"
Legal,PT. Era Bangun Jaya,"Perkantoran Mitra Matraman Blok C.5-6, Jl. Matraman Raya No. 148, Jakarta Timur - 13150., KOTA ADM. JAKARTA TIMUR, DKI JAKARTA",Hukum
Analis Keuangan,Biro Hukum,"Pattimura No 20 Kebayoran Baru, Selong, Jakarta Selatan, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA",Akuntansi
"Analis Monitoring, Evaluasi, dan Pelaporan",Biro Hukum,"Pattimura No 20 Kebayoran Baru, Selong, Jakarta Selatan, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA",Akuntansi
Analis SDM Aparatur,Biro Hukum,"Pattimura No 20 Kebayoran Baru, Selong, Jakarta Selatan, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA","Administrasi Publik, Administrasi Negara, Manajemen, Ilmu Administrasi Negara, Ilmu Administrasi Publik"
Analis Keuangan,Biro Hukum,"Pattimura No 20 Kebayoran Baru, Selong, Jakarta Selatan, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA","Akuntansi, Manajemen, Ilmu Ekonomi"
Statistisi,Inspektorat Utama,"Jl Percetakan Negara No 23 Jakarta Pusat, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Komputasi Statistik, Statistika Terapan dan Komputasi, Statistika dan Sains Data, Statistik"
Programmer,Inspektorat Utama,"Jl Percetakan Negara No 23 Jakarta Pusat, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Teknik Informatika, Sistem Informasi, Rekayasa Perangkat Lunak Aplikasi"
Content Creator,Inspektorat Utama,"Jl Percetakan Negara No 23 Jakarta Pusat, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Desain Komunikasi Visual, Manajemen & Produksi Film Video & TV, Produksi Film dan Televisi, Penyuntingan Audio dan Video"
Pengolahan Data dan Informasi,Sekretariat Badan Kebijakan Transportasi,"Jalan Medan Merdeka Timur No.5, Gambir, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",Desain Komunikasi Visual
Perencanaan,Sekretariat Badan Kebijakan Transportasi,"Jalan Medan Merdeka Timur No.5, Gambir, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",Teknik Lingkungan
Perencanaan,Sekretariat Badan Kebijakan Transportasi,"Jalan Medan Merdeka Timur No.5, Gambir, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",Sosiologi
Perencanaan,Sekretariat Badan Kebijakan Transportasi,"Jalan Medan Merdeka Timur No.5, Gambir, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",Logistik
Penyunting dan Penerjemah Artikel Ilmiah,Sekretariat Badan Kebijakan Transportasi,"Jalan Medan Merdeka Timur No.5, Gambir, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",Sastra Indonesia
Pengelolaan Administrasi dan Kinerja SDM,Sekretariat Badan Kebijakan Transportasi,"Jalan Medan Merdeka Timur No.5, Gambir, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Sistem Informasi, Statistika, Informatika"
IT Support Back End Library dan OJS,Sekretariat Badan Kebijakan Transportasi,"Jalan Medan Merdeka Timur No.5, Gambir, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Ilmu Komputer, Sistem informasi, Teknik Informatika"
Pengelolaan Administrasi dan Kinerja SDM,Sekretariat Badan Kebijakan Transportasi,"Jalan Medan Merdeka Timur No.5, Gambir, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",Manajemen Sumber Daya Manusia
Social Media Specialist,Sekretariat Badan Kebijakan Transportasi,"Jalan Medan Merdeka Timur No.5, Gambir, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Ilmu Komunikasi, Periklanan, Hubungan Masyarakat"
Pengelola Hubungan Masyarakat,Sekretariat Badan Kebijakan Transportasi,"Jalan Medan Merdeka Timur No.5, Gambir, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Ilmu Komunikasi, Jurnalistik, Penyiaran"
IT Support Front End Library dan OJS,Sekretariat Badan Kebijakan Transportasi,"Jalan Medan Merdeka Timur No.5, Gambir, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Ilmu Komputer, Sistem informasi, Teknik Informatika"
Pengelola Konten dan Media Sosial Perpustakaan,Sekretariat Badan Kebijakan Transportasi,"Jalan Medan Merdeka Timur No.5, Gambir, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",Komunikasi
Pengelolaan Administrasi dan Kinerja SDM,Sekretariat Badan Kebijakan Transportasi,"Jalan Medan Merdeka Timur No.5, Gambir, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",Hukum
Learning and People Development,Sekretariat Badan Kebijakan Transportasi,"Jalan Medan Merdeka Timur No.5, Gambir, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",Psikologi
Perencanaan,Sekretariat Badan Kebijakan Transportasi,"Jalan Medan Merdeka Timur No.5, Gambir, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",Perencanaan Wilayah Dan Kota
Pengelolaan Organisasi dan Tata Laksana,Sekretariat Badan Kebijakan Transportasi,"Jalan Medan Merdeka Timur No.5, Gambir, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Psikologi, Manajemen Sumber Daya Manusia"
Perencanaan,Sekretariat Badan Kebijakan Transportasi,"Jalan Medan Merdeka Timur No.5, Gambir, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",Teknik Informatika
Graphic Design,PT. Bina Graha Makmur - Mercure Jakarta Gatot Subroto Hotel,"Jl. Gatot Subroto Jalan Kavling I, Kuningan Bar., Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA","Desain Komunikasi Visual, Multimedia, Bisnis Digital, Perhotelan, Hospitality dan Pariwisata"
F&B Product,PT. Bina Graha Makmur - Mercure Jakarta Gatot Subroto Hotel,"Jl. Gatot Subroto Jalan Kavling I, Kuningan Bar., Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA","Seni Kuliner dan Pengelolaan Jasa Makanan, Tata Boga, Manajemen Kuliner, Hospitality dan Pariwisata, Perhotelan"
Housekeeping,PT. Bina Graha Makmur - Mercure Jakarta Gatot Subroto Hotel,"Jl. Gatot Subroto Jalan Kavling I, Kuningan Bar., Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA","Hospitality dan Pariwisata, Manajemen Perhotelan dan Pariwisata, Perhotelan, Manajemen Perhotelan, Bahasa Inggris"
JUNIOR ARSITEK,Ramayana Makmursentosa,"Jl. Wahid Hasyim No 220 Kav Ab Jakarta 10250, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",Teknik Arsitektur
DATA ANALYST,Ramayana Makmursentosa,"Jl. Wahid Hasyim No 220 Kav Ab Jakarta 10250, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Statistika, Statistika Bisnis, Statistika Terapan dan Komputasi"
OPERATIONAL SUPPORT,Ramayana Makmursentosa,"Jl. Wahid Hasyim No 220 Kav Ab Jakarta 10250, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Bisnis dan Manajemen Ritel, Manajemen, Manajemen Administrasi, Manajemen Bisnis"
Jobdesk Event Operational / Event Support,Ramayana Makmursentosa,"Jl. Wahid Hasyim No 220 Kav Ab Jakarta 10250, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Manajemen, Manajemen Administrasi, Manajemen Bisnis"
DRAFTER,Ramayana Makmursentosa,"Jl. Wahid Hasyim No 220 Kav Ab Jakarta 10250, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Desain Komunikasi Visual, Desain Media, Desain Interior, Teknik Arsitektur, Teknik Sipil"
Branch Business Development intern,Perusahaan Perseroan (Persero) PT. Bank Mandiri,"Jl. K.H. Moch. Mansyur No. 222, RT.10/RW.5, Tanah Sereal, Kec. Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11210, KOTA ADM. JAKARTA BARAT, DKI JAKARTA","Akuntansi, Statistika, Ekonomi, Ilmu Komunikasi, Teknik Industri"
Penelaah dan Pengkaji Bidang Lalu Lintas dan Angkutan Bidang Penerbangan,"Pusat Kebijakan Lalu Lintas, Angkutan, dan Transportasi Perkotaan","Jl. Medan Merdeka Timur No. 5, Jakarta Pusat, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",Teknik Penerbangan
Pengolah data dan analisis big data,"Pusat Kebijakan Lalu Lintas, Angkutan, dan Transportasi Perkotaan","Jl. Medan Merdeka Timur No. 5, Jakarta Pusat, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",Komputasi Statistik
Penelaah bidang lalu lintas dan angkutan penerbangan,"Pusat Kebijakan Lalu Lintas, Angkutan, dan Transportasi Perkotaan","Jl. Medan Merdeka Timur No. 5, Jakarta Pusat, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",Hukum
Penyusun Bahan Laporan Kinerja,"Pusat Kebijakan Lalu Lintas, Angkutan, dan Transportasi Perkotaan","Jl. Medan Merdeka Timur No. 5, Jakarta Pusat, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",Manajemen
Magang Staff Unit Damkar -  Damkar,Perum Percetakan Uang Ri,"Jl. Palatehan No. 4, Blok K-V, Kebayoran Baru, Jakarta 12160, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA",Kesehatan dan Keselamatan Kerja
Content Creator Intern,Cipta Daya Inovasi,"Gedung Office 8 Lantai 7, Jl. Senopati No.8B, Kel. Senayan, Kec. Kebayoran Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA","Ilmu Komunikasi, Desain Komunikasi Visual, Manajemen Pemasaran/Marketing, Teknologi Multimedia Broadcasting, Jurnalistik"
Web Developer,Trans Digital Media,"GEDUNG TRANS MEDIA LANTAI 8-9, JALAN KAPTEN PIERRE TENDEAN KAVLING 12-14A, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA","Ilmu Komputer, Pendidikan Ilmu Komputer, Teknik Komputer, Teknologi Komputer, Sistem Komputer"
Staf Pendukung Penelaah Kebijakan,Inspektorat Jenderal,"Jl. Medan Merdeka Tim. No.8, RT.2/RW.1, Gambir, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10110, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Hukum, Administrasi Pemerintahan, ILMU PEMERINTAHAN"
Human Capital Intern,Cipta Daya Inovasi,"Gedung Office 8 Lantai 7, Jl. Senopati No.8B, Kel. Senayan, Kec. Kebayoran Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA","Psikologi, Manajemen Sumber Daya Manusia, Manajemen, Administrasi Bisnis"
Staf Pendukung Pengolah data,Inspektorat Jenderal,"Jl. Medan Merdeka Tim. No.8, RT.2/RW.1, Gambir, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10110, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Manajemen, Ilmu Informatika, Sains Data Terapan, Administrasi"
Analis Monitoring dan Evaluasi,Direktorat Konservasi Spesies dan Genetik,"Jalan Medan Merdeka Timur No. 16, Gedung Mina Bahari III Lantai 10, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Manajemen, Ekonomi Pembangunan, Ekonomi"
Web Developer,Sekretariat Badan Penyuluhan dan Pengembangan SDM Kelautan dan Perikanan,"Jl Medan Merdeka Timu No 16 Jakarta Pusat, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",Sistem Informasi
Penyusun Laporan Monev,Sekretariat Badan Penyuluhan dan Pengembangan SDM Kelautan dan Perikanan,"Jl Medan Merdeka Timu No 16 Jakarta Pusat, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",Perikanan Dan Kelautan
Pengadministrasi Dokumen Pengendalian Intern,Sekretariat Badan Penyuluhan dan Pengembangan SDM Kelautan dan Perikanan,"Jl Medan Merdeka Timu No 16 Jakarta Pusat, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Manajemen, Akuntansi, Statistik"
Pengelola Media Digital,Sekretariat Badan Penyuluhan dan Pengembangan SDM Kelautan dan Perikanan,"Jl Medan Merdeka Timu No 16 Jakarta Pusat, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA",Desain Komunikasi Visual
Penata Kelola Sumber Daya Air,Pusat Fasilitasi Infrastruktur Daerah,"Jl. Pattimura Nomor 20, Kebayoran Baru, Jakarta Selatan, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA",Teknik Pengairan
Pranata Hubungan Masyarakat,Pusat Fasilitasi Infrastruktur Daerah,"Jl. Pattimura Nomor 20, Kebayoran Baru, Jakarta Selatan, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA",Desain Komunikasi Visual
Perencana,Pusat Fasilitasi Infrastruktur Daerah,"Jl. Pattimura Nomor 20, Kebayoran Baru, Jakarta Selatan, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA","Manajemen, Ekonomi"
Penata Kelola Jalan dan Jembatan,Pusat Fasilitasi Infrastruktur Daerah,"Jl. Pattimura Nomor 20, Kebayoran Baru, Jakarta Selatan, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA",Teknik Sipil
Branch Business Development Intern,Bank Mandiri Area Jakarta Pasar Rebo,"GEDUNG PP PLAZA LT 2 JL TB SIMATUPANG NO 57, GEDONG, KEC. PS. REBO - JAKARTA TIMUR, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA","Akuntansi, Statistika, Ekonomi, Teknik Industri, Ilmu Komunikasi"
Inspektorat Utama - Asisten Program dan Pelaporan,Inspektorat Utama,"Gedung BPPT II lantai 24, Jl. M.H. Thamrin No. 8, Jakarta Pusat 10340., KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Administrasi Publik, Statistika, Teknik Industri, Akuntansi, Manajemen"
Inspektorat Utama - Asisten Monitoring dan Evaluasi Pengawasan,Inspektorat Utama,"Gedung BPPT II lantai 24, Jl. M.H. Thamrin No. 8, Jakarta Pusat 10340., KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Statistika, Ekonomi Pembangunan, Akuntansi, Matematika, Sains Data"
Inspektorat Utama - Asisten Pengelolaan Data dan Tata Usaha,Inspektorat Utama,"Gedung BPPT II lantai 24, Jl. M.H. Thamrin No. 8, Jakarta Pusat 10340., KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Administrasi Publik, Kearsipan, Sistem informasi, Akuntansi, Ilmu Komputer"
Inspektorat Utama - Asisten Administrasi dan Kearsipan,Inspektorat Utama,"Gedung BPPT II lantai 24, Jl. M.H. Thamrin No. 8, Jakarta Pusat 10340., KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Administrasi Publik, Ilmu Perpustakaan, Kearsipan, Sistem informasi, Teknik Informatika"
ACCOUNTING,Fortis Utama Group,"Treasury Tower District 8, Senayan, Kebayoran Baru, Jakarta Selatan, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA",Administrasi Keuangan
HR LEGAL,Fortis Utama Group,"Treasury Tower District 8, Senayan, Kebayoran Baru, Jakarta Selatan, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA",Administrasi Perkantoran
Juru Bahasa Isyarat,RUDENIM JAKARTA,"Jl. Peta Selatan No.5D 10, RT.10/RW.1, Kalideres, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11840, KOTA ADM. JAKARTA BARAT, DKI JAKARTA",Pendidikan Luar Biasa
Asesor,RUDENIM JAKARTA,"Jl. Peta Selatan No.5D 10, RT.10/RW.1, Kalideres, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11840, KOTA ADM. JAKARTA BARAT, DKI JAKARTA",Psikologi
Pembina Olahraga,RUDENIM JAKARTA,"Jl. Peta Selatan No.5D 10, RT.10/RW.1, Kalideres, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11840, KOTA ADM. JAKARTA BARAT, DKI JAKARTA",Pendidikan Olahraga Dan Kesehatan
Finance Support Morula,PT Bundamedik Tbk,"JL.TEUKU CIK DITIRO NO. 28, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Akuntansi Keuangan, Administrasi Keuangan, Manajemen Keuangan"
Finance Treasury,PT Bundamedik Tbk,"JL.TEUKU CIK DITIRO NO. 28, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Administrasi Keuangan, Akuntansi, Akuntansi Keuangan"
Property Management (AU/JV) Intern,Mass Rapid Transit Jakarta Perseroda,"WISMA NUSANTARA LT.21, JL. MH. THAMRIN NO. 59, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Manajemen Pemasaran, Manajemen Bisnis, Ekonomi"
Learning and Development Data Analytics Intern,Mass Rapid Transit Jakarta Perseroda,"WISMA NUSANTARA LT.21, JL. MH. THAMRIN NO. 59, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Sistem Informasi, Sains Data, Manajemen Informatika, Teknik Informatika"
Safety and Environment Intern,Mass Rapid Transit Jakarta Perseroda,"WISMA NUSANTARA LT.21, JL. MH. THAMRIN NO. 59, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Higiene Perusahaan Kesehatan dan Keselamatan Kerja, Hiperkes Dan Keselamatan Kerja, Kesehatan Lingkungan"
Corporate Strategy (AU/JV) Intern,Mass Rapid Transit Jakarta Perseroda,"WISMA NUSANTARA LT.21, JL. MH. THAMRIN NO. 59, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Manajemen, Ekonomi, Teknik Industri, Manajemen Bisnis"
Environmental Engineer Intern,Mass Rapid Transit Jakarta Perseroda,"WISMA NUSANTARA LT.21, JL. MH. THAMRIN NO. 59, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Teknik Lingkungan, Ilmu Lingkungan, Pengelolaan Lingkungan, Sains Lingkungan, Teknik dan Manajemen Lingkungan"
Employee Engagement and Finance Administration Intern,Mass Rapid Transit Jakarta Perseroda,"WISMA NUSANTARA LT.21, JL. MH. THAMRIN NO. 59, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Manajemen, Manajemen Sumber Daya Manusia, Akuntansi, Manajemen Keuangan, Administrasi Keuangan"
Safety and Environment Intern,Mass Rapid Transit Jakarta Perseroda,"WISMA NUSANTARA LT.21, JL. MH. THAMRIN NO. 59, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Hiperkes Dan Keselamatan Kerja, Kesehatan dan Keselamatan Kerja, Kesehatan Masyarakat, Teknik Lingkungan"
Good Corporate Governance Intern,Mass Rapid Transit Jakarta Perseroda,"WISMA NUSANTARA LT.21, JL. MH. THAMRIN NO. 59, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Ilmu Komunikasi, Hubungan Internasional, Manajemen, Ilmu Politik, Administrasi Negara"
Finance Intern (AU/JV),Mass Rapid Transit Jakarta Perseroda,"WISMA NUSANTARA LT.21, JL. MH. THAMRIN NO. 59, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Akuntansi, Manajemen, Manajemen Ekonomi, Ekonomi"
Remuneration Management Intern,Mass Rapid Transit Jakarta Perseroda,"WISMA NUSANTARA LT.21, JL. MH. THAMRIN NO. 59, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Akuntansi, Manajemen Sumber Daya Manusia, Ilmu Ekonomi, Statistika, Teknik Industri"
Operations Intern (AU/JV),Mass Rapid Transit Jakarta Perseroda,"WISMA NUSANTARA LT.21, JL. MH. THAMRIN NO. 59, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Manajemen, Administrasi Bisnis, Teknik Industri, Manajemen Aset, Manajemen Bisnis"
Corporate Finance Intern,Mass Rapid Transit Jakarta Perseroda,"WISMA NUSANTARA LT.21, JL. MH. THAMRIN NO. 59, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Akuntansi, Manajemen Keuangan, Ekonomi"
Desain Grafis Intern (AU/JV),Mass Rapid Transit Jakarta Perseroda,"WISMA NUSANTARA LT.21, JL. MH. THAMRIN NO. 59, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Ilmu Komunikasi, Desain Grafis, Desain Komunikasi Visual, Manajemen Pemasaran/Marketing, Penyiaran"
Human Capital Intern,Mass Rapid Transit Jakarta Perseroda,"WISMA NUSANTARA LT.21, JL. MH. THAMRIN NO. 59, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Manajemen Sumber Daya Manusia, Psikologi, Teknik Industri, Manajemen"
IT Intern (AU/JV),Mass Rapid Transit Jakarta Perseroda,"WISMA NUSANTARA LT.21, JL. MH. THAMRIN NO. 59, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Teknik Informatika, Ilmu Komputer, Sistem Informasi, Teknik Komputer, Sistem Dan Teknologi Informasi"
Programmer / Software Engineer Intern,Mass Rapid Transit Jakarta Perseroda,"WISMA NUSANTARA LT.21, JL. MH. THAMRIN NO. 59, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA","Teknik Informatika, Ilmu Komputer, Teknik Komputer, Rekayasa Perangkat Lunak, Sistem dan Teknologi Informasi"
